Date,Open,High,Low,Close,Adj Close,Volume
2021-09-07,103.290001,103.290001,100.300003,100.820000,100.573776,318200
2021-09-08,100.820000,100.820000,99.209999,99.989998,99.745796,229800
2021-09-09,100.320000,101.849998,100.010002,100.760002,100.513924,419000
2021-09-10,101.290001,103.290001,101.150002,102.730003,102.479111,627100
2021-09-13,103.239998,104.239998,102.660004,103.660004,103.406837,347200
2021-09-14,104.070000,104.239998,102.339996,103.570000,103.317055,267500
2021-09-15,103.760002,103.970001,101.290001,101.360001,101.112457,372600
2021-09-16,101.739998,102.430000,101.080002,101.150002,100.902969,354700
2021-09-17,101.029999,102.129997,98.279999,99.110001,98.867950,1183800
2021-09-20,97.699997,99.790001,96.680000,97.690002,97.451424,473800
2021-09-21,98.410004,99.849998,98.150002,98.199997,97.960167,288600
2021-09-22,98.930000,100.589996,98.930000,99.070000,98.828049,228200
2021-09-23,99.180000,101.000000,99.180000,99.870003,99.626099,228000
2021-09-24,99.000000,99.970001,97.599998,99.820000,99.576218,216400
2021-09-27,99.900002,101.580002,98.970001,101.040001,100.793236,312400
2021-09-28,100.540001,101.139999,98.919998,99.300003,99.057487,178400
2021-09-29,99.519997,100.370003,98.440002,99.410004,99.167221,292700
2021-09-30,99.480003,99.480003,95.779999,95.839996,95.605934,398300
2021-10-01,97.000000,98.040001,96.000000,97.489998,97.251907,327000
2021-10-04,97.750000,99.180000,97.400002,98.160004,97.920273,260700
2021-10-05,95.070000,96.320000,93.290001,93.739998,93.511063,687900
2021-10-06,93.690002,95.900002,93.150002,95.610001,95.376495,525900
2021-10-07,96.099998,98.040001,95.629997,97.110001,96.872833,339800
2021-10-08,97.500000,97.500000,95.180000,95.300003,95.067261,246900
2021-10-11,95.250000,96.790001,94.739998,94.760002,94.528572,204600
2021-10-12,94.610001,95.910004,94.610001,95.059998,94.827835,193800
2021-10-13,95.599998,95.800003,94.459999,95.500000,95.266769,215500
2021-10-14,96.250000,97.169998,95.860001,96.680000,96.443886,191300
2021-10-15,97.000000,97.230003,96.050003,96.220001,95.985008,159000
2021-10-18,95.639999,96.419998,95.000000,95.970001,95.735619,183500
2021-10-19,96.160004,97.330002,95.650002,97.019997,96.783051,215200
2021-10-20,96.870003,98.830002,96.529999,97.040001,96.803009,220000
2021-10-21,97.209999,98.820000,96.750000,98.739998,98.498848,173800
2021-10-22,98.349998,100.180000,96.949997,99.070000,98.828049,222400
2021-10-25,99.250000,101.059998,98.879997,100.330002,100.084969,300700
2021-10-26,100.480003,101.389999,99.849998,100.599998,100.354309,234100
2021-10-27,101.040001,101.309998,99.510002,99.690002,99.446533,209000
2021-10-28,99.839996,102.370003,99.050003,102.209999,101.960381,396400
2021-10-29,100.250000,104.839996,99.519997,103.839996,103.586395,613800
2021-11-01,104.199997,104.870003,102.739998,103.449997,103.197350,306400
2021-11-02,103.550003,103.599998,101.269997,101.419998,101.172310,238600
2021-11-03,101.419998,104.550003,101.419998,103.809998,103.556465,305000
2021-11-04,103.800003,105.419998,102.839996,102.980003,102.728500,257300
2021-11-05,103.500000,105.290001,103.500000,104.690002,104.434326,174900
2021-11-08,104.599998,105.519997,103.980003,104.919998,104.663757,177300
2021-11-09,104.919998,106.809998,104.209999,106.529999,106.269829,227500
2021-11-10,106.160004,106.889999,105.559998,105.980003,105.721176,163700
2021-11-11,106.199997,106.620003,105.580002,105.610001,105.352074,162800
2021-11-12,105.970001,106.870003,105.190002,106.230003,105.970566,168600
2021-11-15,106.419998,107.500000,105.519997,105.790001,105.531639,150600
2021-11-16,106.040001,107.279999,105.910004,106.459999,106.199997,200300
2021-11-17,105.760002,106.010002,104.860001,105.370003,105.370003,280500
2021-11-18,105.449997,106.239998,104.580002,104.989998,104.989998,175800
2021-11-19,104.599998,104.889999,102.690002,103.269997,103.269997,262900
2021-11-22,103.860001,104.980003,103.279999,104.360001,104.360001,213400
2021-11-23,104.339996,104.989998,103.599998,104.349998,104.349998,212700
2021-11-24,103.379997,103.669998,101.169998,103.129997,103.129997,179700
2021-11-26,101.279999,101.339996,98.809998,100.180000,100.180000,195800
2021-11-29,100.830002,101.250000,99.339996,99.839996,99.839996,217100
2021-11-30,99.099998,99.550003,96.040001,97.529999,97.529999,369500
2021-12-01,99.389999,100.989998,96.080002,96.080002,96.080002,264300
2021-12-02,96.620003,97.690002,95.820000,96.849998,96.849998,333600
